"Group.1" "Group.2" "CXQ_T_tpm" "GY_T_tpm" "HCM_T_tpm" "LGL_T_tpm" "MYP_T_tpm" "SMJ_T_tpm" "XB_T_tpm" "CXQ_N_tpm" "GY_N_tpm" "HCM_N_tpm" "LGL_N_tpm" "MYP_N_tpm" "SMJ_N_tpm" "XB_N_tpm"
"35564" "TAOK2" "TAOK2" 7.86 8.74 8.3 8.31 9.87 7.55 15.79 7.31 6.63 8.72 7.51 10.68 7.76 5.25
"35565" "TAOK3" "TAOK3" 24.02 24.73 21.95 23.33 22.68 24.32 16.11 19.94 23.78 24.89 27.18 28.86 23.9 11.67
"35566" "TAP1" "TAP1" 79.17 83.53 44.89 93.5 127.23 125.32 120.91 53.07 38.93 55.06 40.75 155.45 127.81 86.69
"35567" "TAP2" "TAP2" 20.53 25.49 22.67 39.99 28.87 41.96 50.98 13.87 9.92 21.51 18.95 37.04 56.43 40.49
"35568" "TAPBP" "TAPBP" 50.3 41.21 40.9 35.13 62.12 40.79 100.51 46.01 37.57 42.53 33.93 65.91 59.96 56.41
"35569" "TAPBPL" "TAPBPL" 12.79 18.98 15.37 16.87 22.69 57.24 35.99 17.74 23.54 19.28 27.26 34.22 49.61 38.04
"35570" "TAPT1" "TAPT1" 11 4.58 12.06 7.47 6.94 7.15 5.78 9.99 11.7 9.68 11.19 12.49 10.79 7.82
"35571" "TAPT1-AS1" "TAPT1-AS1" 1.6 0.94 1.23 0.77 2.65 0.47 0.79 1.86 2.12 1.52 1.54 3.23 2.11 1.02
"35572" "TARBP1" "TARBP1" 21.25 20.35 49.06 25.37 26.88 20.76 21.93 16.65 14.25 13.67 14.21 23.09 12.82 13.1
"35573" "TARBP2" "TARBP2" 22.14 24.25 17.34 14.99 17.59 15.18 26.73 11.69 8.78 9.01 11.26 13.59 10.41 10.51
"35574" "TARDBP" "TARDBP" 109.88 95.82 126.89 103.54 116.69 79.97 87.22 74.51 78.04 74.37 70.91 90.12 72.16 60.71
"35575" "TARDBPP1" "TARDBPP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35576" "TARDBPP2" "TARDBPP2" 0 0.06 0.13 0 0.64 0 0 0 0.17 0 0.23 0.18 0 0
"35577" "TARDBPP4" "TARDBPP4" 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0.04
"35578" "TARID" "TARID" 0 0 0.19 0 0.03 0.04 0.06 0.29 1.11 0.31 0.52 0.8 0.36 0.21
"35579" "TARM1" "TARM1" 0 0 0 0 0.18 0.09 0 0 0 0 0 0 0 0
"35580" "TARP" "TARP" 0.11 0.55 0.38 0.61 3.85 4.23 0.78 1.19 3.37 1.34 1.61 1.63 6.12 1.58
"35581" "TARS1" "TARS1" 103.41 77.86 150.1 115.2 70.39 114.81 78.68 52.71 42.08 38.56 39.59 57.75 50.24 55.51
"35582" "TARS1-DT" "TARS1-DT" 2.02 2.35 5.46 2.54 2.08 0.83 2.63 0.92 2.32 2.56 2.85 3 2.68 0.7
"35583" "TARS2" "TARS2" 21.76 19.72 18.25 26.4 14.54 15.98 18.7 10.64 10.87 8.31 11.37 11.2 8.65 8.32
"35584" "TARS2P1" "TARS2P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35585" "TARS3" "TARS3" 3.66 4.79 9.01 3.91 5.27 5.77 3.36 3.95 4.4 3.56 4.52 4.19 2.53 2.47
"35586" "TAS1R1" "TAS1R1" 0 0.15 0.28 0 0.04 0 0 0 0 0 0.03 0.07 0.12 0.06
"35587" "TAS1R2" "TAS1R2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35588" "TAS1R3" "TAS1R3" 0 0.02 1.81 0.12 0.36 0.33 0.5 0.23 0.14 0.16 0.22 0.27 0.11 0.33
"35589" "TAS2R1" "TAS2R1" 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0
"35590" "TAS2R10" "TAS2R10" 0 0.07 0.07 0 0 0 0 0 0 0 0.06 0 0.19 0
"35591" "TAS2R13" "TAS2R13" 0.04 0 0 0 0 0 0 0 0.16 0 0 0 0 0
"35592" "TAS2R14" "TAS2R14" 0.38 0.15 1.3 0.08 0.4 0.43 0.3 0.33 0.41 0.32 0.42 0.49 0.6 0.49
"35593" "TAS2R15P" "TAS2R15P" 0.09 0 0.56 0 0.28 0 0.31 0.23 0 0.08 0.08 0.26 0.34 0.13
"35594" "TAS2R16" "TAS2R16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35595" "TAS2R19" "TAS2R19" 0.08 0.24 0.17 0 0.34 0 0.14 0.14 0.08 0.15 0.07 0.08 0.08 0.12
"35596" "TAS2R20" "TAS2R20" 0.09 0.25 0.67 0.09 0.97 0.14 0.12 0.17 0.18 0.24 0.11 0.21 0.19 0.3
"35597" "TAS2R2P" "TAS2R2P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35598" "TAS2R3" "TAS2R3" 0.21 0.14 0 0.07 0.07 0 0 0 0 0.27 0 0 0 0
"35599" "TAS2R30" "TAS2R30" 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0
"35600" "TAS2R31" "TAS2R31" 0.32 0 0.25 0 0.08 0 0 0 0.22 0.15 0.51 0.15 0.07 0
"35601" "TAS2R38" "TAS2R38" 0.55 0.13 0.07 0.35 0.07 0 0 0 0.19 0 0.06 0 0.13 0
"35602" "TAS2R39" "TAS2R39" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35603" "TAS2R4" "TAS2R4" 0.31 0.13 0.17 0.29 0.18 0.09 0.08 0.14 0.32 0.29 0.2 0.24 0.24 0.08
"35604" "TAS2R40" "TAS2R40" 0 0 0 0 0.08 0.23 0.07 0 0 0 0 0 0 0
"35605" "TAS2R41" "TAS2R41" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35606" "TAS2R42" "TAS2R42" 0 0 0 0 0 0 0 0 0 0 0.08 0 0.16 0
"35607" "TAS2R43" "TAS2R43" 0.08 0.08 0.08 0.08 0.16 0.08 0 0.07 0 0 0.22 0.15 0.15 0
"35608" "TAS2R46" "TAS2R46" 0.18 0 0.09 0 0 0 0 0.08 0.17 0.08 0 0 0.09 0
"35609" "TAS2R5" "TAS2R5" 0.54 0.13 0.28 0.14 0.56 0.53 0.12 0.12 0.06 0.32 0.12 0.64 0.06 0.1
"35610" "TAS2R50" "TAS2R50" 0 0 0 0 0 0 0 0 0 0 0 0.16 0 0
"35611" "TAS2R60" "TAS2R60" 0 0 0.09 0 0 0.17 0 0 0.08 0 0 0 0 0
"35612" "TAS2R62P" "TAS2R62P" 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0
"35613" "TAS2R63P" "TAS2R63P" 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0
"35614" "TAS2R64P" "TAS2R64P" 0 0.04 0.19 0.09 0.42 0.14 0 0 0.17 0 0 0 0 0
"35615" "TAS2R6P" "TAS2R6P" 0.64 0 0.44 0.33 0.33 0.21 0.09 0.09 0.4 0.4 0 0.31 0 0
"35616" "TAS2R7" "TAS2R7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35617" "TAS2R8" "TAS2R8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35618" "TAS2R9" "TAS2R9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35619" "TASL" "TASL" 0.63 1.22 2.39 0.69 4.19 3.92 0.93 1.87 2.15 2.01 1.88 3.53 3.46 2.11
"35620" "TASOR" "TASOR" 35.61 23.96 32.1 22.67 28.05 39.57 18.88 25.72 21.61 22.01 18.95 28.75 19.08 15.9
"35621" "TASOR2" "TASOR2" 11.68 17.32 23.45 19.14 24.13 24.59 19.04 11.31 12.6 12.42 14.02 21.48 14.12 7.27
"35622" "TASP1" "TASP1" 7.89 6.82 7.85 6.67 5.79 4.9 7.13 4.61 4.81 4.26 5.35 6.53 4.35 2.98
"35623" "TAT" "TAT" 0 1.26 0 0.07 0 0.02 0.01 0.17 0.43 0.51 0.99 0.13 0.08 0.06
"35624" "TAT-AS1" "TAT-AS1" 0 0.14 0.07 0.29 0 0.14 0 0.36 0.47 0.53 0.44 0.12 0 0.05
"35625" "TATDN1" "TATDN1" 44.44 34.04 62.57 30.63 44.76 55.51 26.31 25.92 18.51 17.4 17.57 18.85 15.8 10.97
"35626" "TATDN1P1" "TATDN1P1" 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0
"35627" "TATDN2" "TATDN2" 27.43 21.72 20.04 20.37 21.01 22.7 16.9 12.31 15.3 13.21 14.88 15.35 13.07 12.71
"35628" "TATDN2P1" "TATDN2P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35629" "TATDN2P2" "TATDN2P2" 0.43 0.44 0.87 1.23 1.16 0.42 0.65 0 0.14 0.66 0.34 0.45 0.72 0.09
"35630" "TATDN2P3" "TATDN2P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35631" "TATDN3" "TATDN3" 4.32 3.22 7.77 6.01 6.81 5.79 3.13 5.48 5.07 5.11 5.96 6.3 5.69 2.73
"35632" "TAX1BP1" "TAX1BP1" 70.85 53.56 120.84 45.64 76.77 81.77 58.44 56.81 58.07 60.56 40.43 78.58 57.3 26.81
"35633" "TAX1BP1-AS1" "TAX1BP1-AS1" 0 0 0 0.13 0 0 0 0 0 0 0 0 0 0
"35634" "TAX1BP3" "TAX1BP3" 40.77 60.99 71 88.8 37 64.12 130.98 64.78 57.39 126.4 77.1 66.26 97.67 73.73
"35635" "TBATA" "TBATA" 0.02 0 0 0 0 0 0 0 0 0 0.03 0.02 0.04 0
"35636" "TBC1D1" "TBC1D1" 21.25 29.1 41.42 32.65 24.4 41.33 29.87 23.01 20.32 25.73 21.92 33.84 26.06 15.97
"35637" "TBC1D10A" "TBC1D10A" 6.2 8.73 6.66 14.75 6.84 5.13 16.1 14.2 6.35 10.02 8.22 12.27 11.56 8.53
"35638" "TBC1D10B" "TBC1D10B" 14.53 13.31 11.83 12.49 10.77 10.21 19.96 11.65 7.86 9.32 9.25 11.46 10.94 10.62
"35639" "TBC1D10C" "TBC1D10C" 0.19 1.03 3.88 0.63 2.25 3.36 7.57 2.84 2.14 4.52 1.58 3.53 4.59 3.87
"35640" "TBC1D12" "TBC1D12" 4.8 3.2 4.39 3.26 3.66 3.42 3.97 3.07 4.3 5.17 5.45 4.9 5.51 1.87
"35641" "TBC1D13" "TBC1D13" 21.05 8.03 11.47 10.35 7.92 6.42 13.06 7.67 8.11 8.82 6.6 10 6.69 5.84
"35642" "TBC1D14" "TBC1D14" 27.92 24.09 19.37 36.19 29.67 27.22 20.68 17.48 22.04 17.83 22.98 27.29 19.96 13.21
"35643" "TBC1D15" "TBC1D15" 24.24 16.28 27.04 14.81 33.46 22.65 10.31 13.97 14.54 12.75 10.36 15.45 12.77 8.55
"35644" "TBC1D16" "TBC1D16" 7.12 6.92 6.78 12.6 8.49 5.84 11.64 1.57 1.48 1.38 2.24 4.65 1.57 1.07
"35645" "TBC1D17" "TBC1D17" 9.16 9.91 19.7 11.04 11.49 8.21 15.48 14.46 11.95 13.01 10.98 12.27 10.53 7.89
"35646" "TBC1D19" "TBC1D19" 3.49 2.06 5.84 2.56 4.76 2.24 2.12 1.73 2.05 0.82 1.29 2.73 2.14 1.38
"35647" "TBC1D2" "TBC1D2" 5.34 6.45 3.75 6.65 15.53 4.5 11.25 4.5 3.48 5.56 5.97 4.78 5.1 5.64
"35648" "TBC1D20" "TBC1D20" 14.74 16.23 12.41 17.68 16.72 10.54 17.97 12.77 14.64 13.85 15.68 17.71 13.63 9.22
"35649" "TBC1D21" "TBC1D21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35650" "TBC1D22A" "TBC1D22A" 10.38 8.54 8.89 12.34 7.61 5.02 16.21 11.79 9.96 10.98 10.54 10.28 11.22 11.66
"35651" "TBC1D22A-AS1" "TBC1D22A-AS1" 0.04 0 0.08 0.04 0.07 0 0 0 0.15 0.03 0.16 0 0 0
"35652" "TBC1D22A-DT" "TBC1D22A-DT" 3.49 4.11 8.29 2.55 10.28 2.59 4.88 2.61 3.1 3.01 4.45 8.15 2.75 3.5
"35653" "TBC1D22B" "TBC1D22B" 9.23 5.64 4.87 5.88 6.27 3.08 9.53 6.53 5.74 5 5.79 7.3 6.63 4.98
"35654" "TBC1D23" "TBC1D23" 17.87 13.12 19.2 13.97 18.6 20.5 13.94 12.11 13.37 16.05 10.78 15.56 14.71 7.99
"35655" "TBC1D24" "TBC1D24" 2.59 3.38 2.3 2.88 3.16 3.91 3.88 1.37 1.09 1.03 1.43 1.36 1.28 0.83
"35656" "TBC1D25" "TBC1D25" 6.71 3.13 8.28 3.75 6.18 3.71 6.04 3.18 3.07 3.35 3.81 3.9 3.18 2.07
"35657" "TBC1D26" "TBC1D26" 0 0.17 0 0 0 0 0 0.04 0 0 0 0 0 0
"35658" "TBC1D26-AS1" "TBC1D26-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35659" "TBC1D27P" "TBC1D27P" 0 0.18 0 0 0 0 0 0 0.11 0 0 0 0 0
"35660" "TBC1D28" "TBC1D28" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0
"35661" "TBC1D29P" "TBC1D29P" 0 0 0 0 0 0 0 0.06 0.2 0 0 0 0 0
"35662" "TBC1D2B" "TBC1D2B" 15.62 14.69 19.82 10.73 17.35 10.14 18.83 13.46 13.33 13.81 13.41 19.1 12.53 8.49
"35663" "TBC1D3" "TBC1D3" 0 0 0 0.43 0 0.61 0 0 0 0 0 0 0 0
"35664" "TBC1D30" "TBC1D30" 4.91 3.86 1.79 1.87 4.07 4.38 1.78 1.21 1.39 0.49 1.4 1.75 1.4 2.1
"35665" "TBC1D31" "TBC1D31" 6.28 3.68 6.05 3.57 12.12 6.17 7.91 3 3.41 2.37 2.77 4.8 3.66 1.41
"35666" "TBC1D32" "TBC1D32" 1.47 0.72 2.69 1.32 2.14 0.88 0.29 1.22 2.05 1.93 1.42 2.5 1.75 0.67
"35667" "TBC1D3B" "TBC1D3B" 0.93 1.77 2.27 1.53 2.42 1.72 0.52 2.42 0.97 1.75 1.06 1.82 1.64 0.68
"35668" "TBC1D3C" "TBC1D3C" 0 0 0 0 0 0.32 0 0 0 0 0.33 0.07 1.07 0
"35669" "TBC1D3D" "TBC1D3D" 0 0 0.62 0.07 2.63 0 1.27 1.3 0 0.12 0.56 1.8 0 1.38
"35670" "TBC1D3E" "TBC1D3E" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35671" "TBC1D3F" "TBC1D3F" 0 1.19 0 0 0 0 0 0 1.59 0 0 0 0 0
"35672" "TBC1D3G" "TBC1D3G" 0 0.34 0 0 0 0 0 0 0.36 0 0 0 0 0
"35673" "TBC1D3H" "TBC1D3H" 0.11 0 0 0 0 0 0 0.35 0 0 0 0 0 0
"35674" "TBC1D3I" "TBC1D3I" 0.13 0 0.17 0 0.12 0 0.24 0.08 0.05 0.14 0.06 0.11 0.06 0
"35675" "TBC1D3JP" "TBC1D3JP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35676" "TBC1D3K" "TBC1D3K" 0 0 0 0 0 0 0 0 0.21 0 0 0 0 0
"35677" "TBC1D3L" "TBC1D3L" 4.91 4.1 5.56 4.38 8.92 4.27 2.42 5.66 7.54 6.66 5.58 5.29 6.54 3.51
"35678" "TBC1D3P1" "TBC1D3P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35679" "TBC1D3P1-DHX40P1" "TBC1D3P1-DHX40P1" 0.15 0 0 0 0.05 0.1 0.08 0.04 0 0.04 0.18 0 0 0
"35680" "TBC1D3P2" "TBC1D3P2" 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0
"35681" "TBC1D3P3" "TBC1D3P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35682" "TBC1D3P4" "TBC1D3P4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35683" "TBC1D3P5" "TBC1D3P5" 0 0 0.015 0 0.04 0 0 0 0.01 0 0 0 0.025 0
"35684" "TBC1D3P6" "TBC1D3P6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35685" "TBC1D3P7" "TBC1D3P7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35686" "TBC1D4" "TBC1D4" 13.55 9.89 12.51 7.66 17.07 12.94 10.24 3.49 5.38 4.75 5.64 5.1 4.94 1.48
"35687" "TBC1D5" "TBC1D5" 19.56 13.79 18.86 22.38 20.63 12.48 11.08 6.24 13.26 7.74 11.87 13.14 9.75 2.77
"35688" "TBC1D7" "TBC1D7" 9.09 23.58 14.2 20.74 21.87 13.72 20.16 11.76 13.44 10.14 13.67 8.76 13.28 13.81
"35689" "TBC1D8" "TBC1D8" 6.49 7.01 7.65 5.34 10.53 8.77 5.56 7.4 6.63 7.12 4.07 8.15 5.16 2.9
"35690" "TBC1D8-AS1" "TBC1D8-AS1" 0.14 0.29 0.57 0.31 0.17 0.19 0.18 0.47 0.49 0.51 0.45 0.67 0.64 0.16
"35691" "TBC1D8B" "TBC1D8B" 10.75 8.25 15.54 5.58 8.67 7.1 6.19 3.77 6.62 5.7 4.61 6.32 5.19 1.68
"35692" "TBC1D9" "TBC1D9" 4.75 2.71 6.28 2.51 9.27 5.67 3.96 2.77 6.85 6.35 4.82 7.79 5.77 2.74
"35693" "TBC1D9B" "TBC1D9B" 41.07 29.39 31.73 33.62 30.81 30.95 50.5 21.7 21.95 22.69 27.83 31.08 25.75 20.94
"35694" "TBCA" "TBCA" 254.22 157.02 153.81 177.59 248.64 178.35 170.63 137.7 98.44 86.6 97.64 147.26 117.92 127.56
"35695" "TBCAP1" "TBCAP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35696" "TBCAP2" "TBCAP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35697" "TBCAP3" "TBCAP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6
"35698" "TBCB" "TBCB" 49.95 37.89 75.65 47.53 49.5 48.48 88.85 52.04 21.47 35.42 37.29 38.41 41.64 36.54
"35699" "TBCC" "TBCC" 16.07 8.61 13.09 10.24 8.26 5.92 25.84 9.53 8.72 9.63 7.92 9.72 11.65 9.77
"35700" "TBCCD1" "TBCCD1" 10.17 7.41 8.36 8.57 5.57 5.67 11.51 4.2 5.68 4.37 6.72 7.17 5.56 4.01
"35701" "TBCD" "TBCD" 19.9 28.88 22.86 30.93 32.42 26.24 22.41 17.17 13.95 9.87 10.39 16.51 13.69 12.32
"35702" "TBCE" "TBCE" 8.11 8.595 15.58 12.475 11.82 10.555 9.195 6.74 6.735 6.51 6.885 6.48 6.675 5.15
"35703" "TBCEL" "TBCEL" 6.73 4.34 6.89 3.59 7.48 4.88 3.77 4.58 4.07 3.97 4.67 5.41 3.51 1.64
"35704" "TBCEL-TECTA" "TBCEL-TECTA" 0.12 0.17 0.03 0.1 0.56 0.08 0.15 0.02 0.22 0 0.03 0.03 0.05 0
"35705" "TBCK" "TBCK" 6.85 7.26 12.77 6.53 8.82 6.56 5.45 7.1 7.71 5.9 6.94 7.96 5.49 3.45
"35706" "TBILA" "TBILA" 2.52 1.43 0.75 1.37 1.21 0.64 1.55 4.9 3.37 4.18 2.81 2.49 5.14 1.35
"35707" "TBK1" "TBK1" 21.17 14.4 21.81 13.48 33.19 29.86 9.63 12.98 17 12.97 10.07 17.25 14.96 8.97
"35708" "TBKBP1" "TBKBP1" 0.86 2.03 3.58 1.27 6.9 1.1 2.14 1.76 1.54 1.86 0.86 1.8 1.06 0.64
"35709" "TBL1X" "TBL1X" 4.52 3 5.2 8.64 12 7.2 7.52 3.81 3.23 3.93 4.63 6.67 4.64 2.49
"35710" "TBL1XR1" "TBL1XR1" 36.14 28.8 34.79 29.16 28.16 40.63 29.73 26.03 23.54 27.24 22.03 29.39 24.46 17.01
"35711" "TBL1XR1-AS1" "TBL1XR1-AS1" 0.37 0 0.38 0 0 0 0 0 0 0 0 0 1.09 0
"35712" "TBL1Y" "TBL1Y" 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0.02
"35713" "TBL1YP1" "TBL1YP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35714" "TBL2" "TBL2" 22.87 23.99 20.52 15.07 21.69 21.67 35.38 12.91 9.81 10.83 10.12 11.78 12.3 11.96
"35715" "TBL3" "TBL3" 4.71 8.4 7.67 7.63 8.59 8.36 24.3 5.95 1.85 4.33 3.66 6.92 3.3 5.92
"35716" "TBP" "TBP" 15.35 8.61 6.85 10.06 9.83 6.03 12 7.22 8.57 5.91 6.88 6.7 6.66 4.91
"35717" "TBPL1" "TBPL1" 24.82 17.29 24.94 24.6 23.84 18.43 29.13 14.89 11.55 12.76 11.48 18.32 13.93 12.33
"35718" "TBPL2" "TBPL2" 0 0 0 0 0.21 0 0.18 0.05 0.05 0.1 0 0 0.05 0.04
"35719" "TBR1" "TBR1" 0.02 0 0 0 0 0.02 0.04 0 0 0 0.02 0 0.02 0
"35720" "TBRG1" "TBRG1" 24.52 15.62 16.74 9.9 13.52 11.17 12.83 12.7 16.29 17.45 11.79 14.42 14.89 9.53
"35721" "TBRG4" "TBRG4" 66.52 62.02 76.76 82.77 68.58 44.23 91.47 44.42 37.07 23.67 44.34 38.28 45.72 26.44
"35722" "TBX1" "TBX1" 0 0 0.56 0.39 1 0.63 0.99 0.04 0.41 0.1 0.09 0.11 0.08 0
"35723" "TBX10" "TBX10" 1.58 0.12 0.68 0.21 0.04 0 1.37 4.91 1.48 2.52 2.01 1.87 2.8 7.4
"35724" "TBX15" "TBX15" 0.47 0.16 0.67 0.06 0.42 0.25 0.02 0.15 0.05 0.03 0 0.02 0.03 0.04
"35725" "TBX18" "TBX18" 0.05 0.22 3.29 0.11 0.72 0.46 0.36 0.07 0.05 0.16 0.47 0.16 0.03 0.04
"35726" "TBX18-AS1" "TBX18-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35727" "TBX19" "TBX19" 0.83 0.52 1.91 0.77 1.21 0.58 0.4 1.21 0.73 1.52 0.78 1.28 1.39 0.8
"35728" "TBX2" "TBX2" 0.94 2.89 2.17 1.34 3.32 1.3 7.69 1.12 2.18 1.7 2.72 1.52 0.88 1.64
"35729" "TBX2-AS1" "TBX2-AS1" 0 0 0.65 0 0 0.7 0.67 0.59 0 0.68 0.77 0.31 2.78 0.15
"35730" "TBX20" "TBX20" 0.84 0.09 0.16 0.87 0.75 0 0.75 0 0 0 0 0.07 0 0
"35731" "TBX21" "TBX21" 0.05 0.1 0.35 0.19 0.53 0.92 0.35 0.34 0.14 0.27 0.36 0.76 0.87 0.44
"35732" "TBX22" "TBX22" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0
"35733" "TBX3" "TBX3" 7.96 13.76 8.32 13.96 6.16 8.23 6.42 0.91 5.03 3.54 3.26 2.87 4.22 1.18
"35734" "TBX3-AS1" "TBX3-AS1" 0 0.08 0 0 0 0 0 0.21 0 0 0 0 0 0
"35735" "TBX4" "TBX4" 0.03 0.02 0.52 0 0.1 0 0 0 0 0 0.15 0.23 0 0.01
"35736" "TBX5" "TBX5" 0 0 0.19 0 0 0 0 0 0 0 0 0 0 0
"35737" "TBX5-AS1" "TBX5-AS1" 0.02 0 0.04 0 0.02 0.02 0 0 0 0 0 0 0 0
"35738" "TBX6" "TBX6" 0.2 1.05 0.32 0.6 0.18 0.16 0.48 0.08 0.22 0.15 0.2 0.15 0.15 0.03
"35739" "TBXA2R" "TBXA2R" 0.29 0.61 0.31 0.22 0.89 0.12 1.33 0.51 0.37 0.19 0.48 0.22 0.4 0.4
"35740" "TBXAS1" "TBXAS1" 32.07 17.34 15.25 18.82 32.83 22.02 16.07 18.44 10.72 13.1 11.15 15.02 12.4 16.26
"35741" "TBXT" "TBXT" 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0
"35742" "TC2N" "TC2N" 24.99 28.98 10.76 36.31 10.56 25.26 20.56 21.41 23.21 13.66 19.73 34.69 23.8 18.7
"35743" "TCAF1" "TCAF1" 19.1 15.39 23 10.13 18.63 21.89 10.19 9.49 11.85 11.01 9.54 16.77 10.82 5.53
"35744" "TCAF1P1" "TCAF1P1" 2.16 0.75 1.96 1.79 2.42 1.44 2.33 0.3 1.08 0.97 1.28 2.74 0.76 0.07
"35745" "TCAF2" "TCAF2" 0.5 0.97 1.33 0.46 1.14 1.82 0.35 0.55 0.87 0.71 0.34 1.62 1.11 0.43
"35746" "TCAF2C" "TCAF2C" 0 0 0.04 0 0 0.04 0 0 0 0 0 0 0 0
"35747" "TCAF2P1" "TCAF2P1" 0 0.1 0 0 0.5 0.14 0.49 0 0 0 0.06 0.13 0.18 0
"35748" "TCAIM" "TCAIM" 23.76 14.58 15.17 16.84 13.12 13.32 13.66 9.45 12.34 7.69 9.91 12.82 9.06 6.99
"35749" "TCAM1P" "TCAM1P" 0.04 0.04 0 0 0 0 0.07 0 0 0.02 0 0 0 0
"35750" "TCAP" "TCAP" 0 0.57 0.09 0 0.18 0 0.22 0.47 0.24 0 0.24 0 0 0.13
"35751" "TCEA1" "TCEA1" 164.4 59.38 96.27 53.82 82.76 83.59 78.41 32.79 38.47 33.67 33.64 45.62 38.7 20.49
"35752" "TCEA1P1" "TCEA1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35753" "TCEA1P2" "TCEA1P2" 0.39 0.28 0.59 0 0.09 0 0 0 0.59 0.62 0 0.67 0 0
"35754" "TCEA1P3" "TCEA1P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35755" "TCEA1P4" "TCEA1P4" 0.54 0.24 1.53 0.56 0.53 0.62 0.45 0.26 0.06 0.32 0.19 0.12 0.19 0
"35756" "TCEA2" "TCEA2" 2.16 3.5 7.03 1.58 5.16 2.25 5.64 2.46 3.31 3.79 2.63 6.38 1.04 2.42
"35757" "TCEA3" "TCEA3" 18.21 42.07 30.96 20.13 24.08 3.26 47.53 83.34 92.39 65.33 83.96 58.75 54.72 71.15
"35758" "TCEAL1" "TCEAL1" 21.88 12.26 38.69 14.74 15.32 19.69 13.08 13.88 15.74 12.99 8.98 21.86 12.36 13.48
"35759" "TCEAL2" "TCEAL2" 0.07 0 4.99 0 0.37 0.28 0.06 1.16 0.52 1.06 0.59 7.89 0.86 0.43
"35760" "TCEAL3" "TCEAL3" 3.71 6.11 14.2 3.16 8.98 8.07 7.88 8.25 5.84 5.53 4.94 12.2 4.58 11.23
"35761" "TCEAL3-AS1" "TCEAL3-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35762" "TCEAL4" "TCEAL4" 73.37 45.32 130.99 34.5 61.08 70.18 24.31 41.42 31.79 29.67 23.28 40.61 26.04 28.36
"35763" "TCEAL4P1" "TCEAL4P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35764" "TCEAL5" "TCEAL5" 0 0 0.64 0 0 0 0.13 0.26 0.21 0.36 0.07 0.59 0.43 0.06
"35765" "TCEAL6" "TCEAL6" 0 0 0.15 0 0 0 0 0.14 0 0.2 0.07 0.2 0 0
"35766" "TCEAL7" "TCEAL7" 1.03 2.12 4.78 1.56 5 3.28 1.24 3.17 3.76 2.96 1.91 4.71 2.74 1.88
"35767" "TCEAL8" "TCEAL8" 61.2 74.81 97.64 36.81 50.34 52.88 29.72 47.77 46.41 37.2 37.22 55.33 39.42 42.26
"35768" "TCEAL9" "TCEAL9" 115.83 73.72 155.36 35.23 80.99 93.01 31.11 46.5 51.54 28.99 48.61 52.19 34.96 34.58
"35769" "TCEANC" "TCEANC" 1.73 0.96 2.97 1.58 2.19 1.23 0.88 1.17 1.52 1.58 0.94 2.29 1.33 0.73
